date_local,summer_year,daily_peak_mw,is_top5,hour_of_peak
2024-08-20,2024,97274,FALSE,18
2024-08-21,2024,96730,FALSE,19
2024-08-22,2024,102616,FALSE,19
2024-08-23,2024,111530,FALSE,18
2024-08-24,2024,116327,FALSE,18
2024-08-25,2024,127097,FALSE,18
2024-08-26,2024,141126,FALSE,18
2024-08-27,2024,146574,FALSE,18
2024-08-28,2024,148328,TRUE,18
2024-08-29,2024,139722,FALSE,17
2024-08-30,2024,122734,FALSE,15
2024-08-31,2024,114106,FALSE,18
2024-09-01,2024,114844,FALSE,18
2024-09-02,2024,100167,FALSE,18
2024-09-03,2024,99961,FALSE,18
2024-09-04,2024,105719,FALSE,18
2024-09-05,2024,113526,FALSE,18
2024-09-06,2024,106019,FALSE,17
2024-09-07,2024,84854,FALSE,15
2024-09-08,2024,84169,FALSE,21
2024-09-09,2024,96918,FALSE,19
2024-09-10,2024,107923,FALSE,18
2024-09-11,2024,114769,FALSE,18
2024-09-12,2024,115268,FALSE,18
2024-09-13,2024,114576,FALSE,18
2024-09-14,2024,113713,FALSE,18
2024-09-15,2024,111423,FALSE,18
2024-09-16,2024,109391,FALSE,18
2024-09-17,2024,107118,FALSE,18
2024-09-18,2024,110707,FALSE,18
2024-09-19,2024,119959,FALSE,18
2024-09-20,2024,120191,FALSE,17
2024-09-21,2024,112509,FALSE,18
2024-09-22,2024,100182,FALSE,18
2024-09-23,2024,96921,FALSE,18
2024-09-24,2024,94860,FALSE,20
2024-09-25,2024,97633,FALSE,18
2024-09-26,2024,101862,FALSE,18
2024-09-27,2024,96331,FALSE,14
2024-09-28,2024,93438,FALSE,18
2024-09-29,2024,91607,FALSE,20
2024-09-30,2024,97712,FALSE,20
2025-06-01,2025,82371,FALSE,21
2025-06-02,2025,94829,FALSE,19
2025-06-03,2025,108449,FALSE,19
2025-06-04,2025,117955,FALSE,18
2025-06-05,2025,117706,FALSE,18
2025-06-06,2025,115464,FALSE,16
2025-06-07,2025,105413,FALSE,18
2025-06-08,2025,98377,FALSE,18
2025-06-09,2025,106193,FALSE,18
2025-06-10,2025,110672,FALSE,18
2025-06-11,2025,121929,FALSE,19
2025-06-12,2025,130146,FALSE,18
2025-06-13,2025,117605,FALSE,17
2025-06-14,2025,102876,FALSE,18
2025-06-15,2025,97905,FALSE,18
2025-06-16,2025,108445,FALSE,18
2025-06-17,2025,118499,FALSE,19
2025-06-18,2025,127931,FALSE,18
2025-06-19,2025,126376,FALSE,16
2025-06-20,2025,123146,FALSE,18
2025-06-21,2025,135055,FALSE,18
2025-06-22,2025,143536,FALSE,19
2025-06-23,2025,160560,TRUE,18
2025-06-24,2025,158646,TRUE,18
2025-06-25,2025,153156,TRUE,15
2025-06-26,2025,145838,FALSE,16
2025-06-27,2025,122595,FALSE,16
2025-06-28,2025,130635,FALSE,18
2025-06-29,2025,139587,FALSE,18
2025-06-30,2025,142918,FALSE,17
2025-07-01,2025,135200,FALSE,16
2025-07-02,2025,135348,FALSE,18
2025-07-03,2025,139569,FALSE,18
2025-07-04,2025,125102,FALSE,18
2025-07-05,2025,132356,FALSE,18
2025-07-06,2025,135319,FALSE,18
2025-07-07,2025,140440,FALSE,17
2025-07-08,2025,143899,FALSE,17
2025-07-09,2025,138528,FALSE,17
2025-07-10,2025,134832,FALSE,18
2025-07-11,2025,144933,FALSE,18
2025-07-12,2025,134828,FALSE,17
2025-07-13,2025,133111,FALSE,18
2025-07-14,2025,140906,FALSE,17
2025-07-15,2025,143989,FALSE,18
2025-07-16,2025,144713,FALSE,16
2025-07-17,2025,142890,FALSE,18
2025-07-18,2025,127693,FALSE,18
2025-07-19,2025,123387,FALSE,18
2025-07-20,2025,128313,FALSE,18
2025-07-21,2025,133192,FALSE,18
2025-07-22,2025,131861,FALSE,18
2025-07-23,2025,140693,FALSE,18
2025-07-24,2025,145427,FALSE,18
2025-07-25,2025,148888,FALSE,16
2025-07-26,2025,134701,FALSE,17
2025-07-27,2025,135324,FALSE,18
2025-07-28,2025,152155,TRUE,18
2025-07-29,2025,154380,TRUE,18
2025-07-30,2025,151026,FALSE,18
2025-07-31,2025,133316,FALSE,14
2025-08-01,2025,105572,FALSE,18
2025-08-02,2025,103375,FALSE,18
2025-08-03,2025,109779,FALSE,19
2025-08-04,2025,125334,FALSE,18
2025-08-05,2025,124851,FALSE,18
2025-08-06,2025,121152,FALSE,17
2025-08-07,2025,128586,FALSE,18
2025-08-08,2025,130363,FALSE,18
2025-08-09,2025,126845,FALSE,18
2025-08-10,2025,130661,FALSE,18
2025-08-11,2025,143422,FALSE,18
2025-08-12,2025,146576,FALSE,18
2025-08-13,2025,140539,FALSE,16
2025-08-14,2025,140764,FALSE,18
2025-08-15,2025,145797,FALSE,18
2025-08-16,2025,139995,FALSE,18
2025-08-17,2025,138283,FALSE,18
2025-08-18,2025,123674,FALSE,18
2025-08-19,2025,121549,FALSE,18
2025-08-20,2025,115533,FALSE,18
2025-08-21,2025,105720,FALSE,19
2025-08-22,2025,118284,FALSE,18
2025-08-23,2025,114688,FALSE,18
2025-08-24,2025,111618,FALSE,18
2025-08-25,2025,112363,FALSE,18
2025-08-26,2025,103455,FALSE,18
2025-08-27,2025,100534,FALSE,18
2025-08-28,2025,101093,FALSE,18
2025-08-29,2025,101245,FALSE,18
2025-08-30,2025,90866,FALSE,19
2025-08-31,2025,92006,FALSE,19
2025-09-01,2025,98616,FALSE,19
2025-09-02,2025,107126,FALSE,19
2025-09-03,2025,109245,FALSE,18
2025-09-04,2025,104847,FALSE,18
2025-09-05,2025,113326,FALSE,18
2025-09-06,2025,102938,FALSE,15
2025-09-07,2025,89195,FALSE,19
2025-09-08,2025,95677,FALSE,19
2025-09-09,2025,96678,FALSE,19
2025-09-10,2025,99937,FALSE,19
2025-09-11,2025,108404,FALSE,18
2025-09-12,2025,109757,FALSE,18
2025-09-13,2025,103348,FALSE,18
2025-09-14,2025,111903,FALSE,18
2025-09-15,2025,115332,FALSE,18
2025-09-16,2025,106847,FALSE,18
2025-09-17,2025,107591,FALSE,18
2025-09-18,2025,119591,FALSE,18
2025-09-19,2025,122368,FALSE,18
2025-09-20,2025,104642,FALSE,18
2025-09-21,2025,101702,FALSE,18
2025-09-22,2025,108179,FALSE,18
2025-09-23,2025,114822,FALSE,18
2025-09-24,2025,107327,FALSE,18
2025-09-25,2025,111158,FALSE,18
2025-09-26,2025,114632,FALSE,18
2025-09-27,2025,102453,FALSE,18
2025-09-28,2025,112853,FALSE,18
2025-09-29,2025,111710,FALSE,18
2025-09-30,2025,108737,FALSE,18
