rep,ev_low,ev_mid,ev_high
1078,56028.394285714276,74410.70678571428,75735.4742857143
1079,54599.82285714285,72982.13535714285,74306.90285714286
1080,57456.96571428571,75839.2782142857,77164.04571428572
1081,51171.25142857142,69553.56392857143,70878.33142857144
1082,57171.25142857142,75553.56392857143,76878.33142857144
1083,46885.53714285714,65267.84964285714,66592.61714285715
1084,57456.96571428571,75839.2782142857,77164.04571428572
1085,55742.67999999999,74124.9925,75449.76000000001
1086,51171.25142857142,69553.56392857143,70878.33142857144
1087,58599.82285714285,76982.13535714285,78306.90285714286
1088,53171.25142857142,71553.56392857143,72878.33142857144
1089,56599.82285714285,74982.13535714285,76306.90285714286
1090,52885.53714285714,71267.84964285714,72592.61714285715
1091,52885.53714285714,71267.84964285714,72592.61714285715
1092,54599.82285714285,72982.13535714285,74306.90285714286
1093,59456.96571428571,77839.2782142857,79164.04571428572
1094,46599.82285714285,64982.13535714285,66306.90285714286
1095,53171.25142857142,71553.56392857143,72878.33142857144
1096,53456.96571428571,71839.2782142857,73164.04571428572
1097,54314.108571428565,72696.42107142856,74021.18857142857
1098,53456.96571428571,71839.2782142857,73164.04571428572
1099,52314.108571428565,70696.42107142856,72021.18857142857
1100,56885.53714285714,75267.84964285714,76592.61714285715
1101,54885.53714285714,73267.84964285714,74592.61714285715
1102,55742.67999999999,74124.9925,75449.76000000001
1103,56885.53714285714,75267.84964285714,76592.61714285715
1104,53742.67999999999,72124.9925,73449.76000000001
1105,56599.82285714285,74982.13535714285,76306.90285714286
1106,52314.108571428565,70696.42107142856,72021.18857142857
1107,53456.96571428571,71839.2782142857,73164.04571428572
1108,56028.394285714276,74410.70678571428,75735.4742857143
1109,59742.67999999999,78124.9925,79449.76000000001
1110,57742.67999999999,76124.9925,77449.76000000001
1111,52314.108571428565,70696.42107142856,72021.18857142857
1112,54885.53714285714,73267.84964285714,74592.61714285715
1113,55456.96571428571,73839.2782142857,75164.04571428572
1114,51171.25142857142,69553.56392857143,70878.33142857144
1115,52599.82285714285,70982.13535714285,72306.90285714286
1116,53742.67999999999,72124.9925,73449.76000000001
1117,56885.53714285714,75267.84964285714,76592.61714285715
1118,50885.53714285714,69267.84964285714,70592.61714285715
1119,57742.67999999999,76124.9925,77449.76000000001
1120,58599.82285714285,76982.13535714285,78306.90285714286
1121,50885.53714285714,69267.84964285714,70592.61714285715
1122,56314.108571428565,74696.42107142856,76021.18857142857
1123,62314.108571428565,80696.42107142856,82021.18857142857
1124,49742.67999999999,68124.9925,69449.76000000001
1125,53742.67999999999,72124.9925,73449.76000000001
1126,57742.67999999999,76124.9925,77449.76000000001
1127,57456.96571428571,75839.2782142857,77164.04571428572
1128,59171.25142857142,77553.56392857143,78878.33142857144
1129,56028.394285714276,74410.70678571428,75735.4742857143
1130,56599.82285714285,74982.13535714285,76306.90285714286
1131,54885.53714285714,73267.84964285714,74592.61714285715
1132,62314.108571428565,80696.42107142856,82021.18857142857
1133,56885.53714285714,75267.84964285714,76592.61714285715
1134,54314.108571428565,72696.42107142856,74021.18857142857
1135,61456.96571428571,79839.2782142857,81164.04571428572
1136,54314.108571428565,72696.42107142856,74021.18857142857
1137,55171.25142857142,73553.56392857143,74878.33142857144
1138,60599.82285714285,78982.13535714285,80306.90285714286
1139,57456.96571428571,75839.2782142857,77164.04571428572
1140,58314.108571428565,76696.42107142856,78021.18857142857
1141,54028.394285714276,72410.70678571428,73735.4742857143
1142,58314.108571428565,76696.42107142856,78021.18857142857
1143,58314.108571428565,76696.42107142856,78021.18857142857
1144,61456.96571428571,79839.2782142857,81164.04571428572
1145,51456.96571428571,69839.2782142857,71164.04571428572
1146,53742.67999999999,72124.9925,73449.76000000001
1147,55456.96571428571,73839.2782142857,75164.04571428572
1148,58028.394285714276,76410.70678571428,77735.4742857143
1149,63171.25142857142,81553.56392857143,82878.33142857144
1150,54599.82285714285,72982.13535714285,74306.90285714286
1151,51456.96571428571,69839.2782142857,71164.04571428572
1152,57171.25142857142,75553.56392857143,76878.33142857144
1153,53742.67999999999,72124.9925,73449.76000000001
1154,54599.82285714285,72982.13535714285,74306.90285714286
1155,54314.108571428565,72696.42107142856,74021.18857142857
1156,52314.108571428565,70696.42107142856,72021.18857142857
1157,53742.67999999999,72124.9925,73449.76000000001
1158,52028.394285714276,70410.70678571428,71735.4742857143
1159,54599.82285714285,72982.13535714285,74306.90285714286
1160,59171.25142857142,77553.56392857143,78878.33142857144
1161,54599.82285714285,72982.13535714285,74306.90285714286
1162,58314.108571428565,76696.42107142856,78021.18857142857
1163,53171.25142857142,71553.56392857143,72878.33142857144
1164,50599.82285714285,68982.13535714285,70306.90285714286
1165,54028.394285714276,72410.70678571428,73735.4742857143
1166,58885.53714285714,77267.84964285714,78592.61714285715
1167,49742.67999999999,68124.9925,69449.76000000001
1168,54028.394285714276,72410.70678571428,73735.4742857143
1169,50885.53714285714,69267.84964285714,70592.61714285715
1170,59171.25142857142,77553.56392857143,78878.33142857144
1171,54885.53714285714,73267.84964285714,74592.61714285715
1172,55456.96571428571,73839.2782142857,75164.04571428572
1173,54599.82285714285,72982.13535714285,74306.90285714286
1174,57742.67999999999,76124.9925,77449.76000000001
1175,57742.67999999999,76124.9925,77449.76000000001
1176,48028.394285714276,66410.70678571428,67735.4742857143
1177,52885.53714285714,71267.84964285714,72592.61714285715
1178,53742.67999999999,72124.9925,73449.76000000001
1179,54599.82285714285,72982.13535714285,74306.90285714286
1180,50885.53714285714,69267.84964285714,70592.61714285715
1181,54885.53714285714,73267.84964285714,74592.61714285715
1182,51742.67999999999,70124.9925,71449.76000000001
1183,60028.394285714276,78410.70678571428,79735.4742857143
1184,52885.53714285714,71267.84964285714,72592.61714285715
1185,59456.96571428571,77839.2782142857,79164.04571428572
1186,51456.96571428571,69839.2782142857,71164.04571428572
1187,60314.108571428565,78696.42107142856,80021.18857142857
1188,59456.96571428571,77839.2782142857,79164.04571428572
1189,56314.108571428565,74696.42107142856,76021.18857142857
1190,50885.53714285714,69267.84964285714,70592.61714285715
1191,52599.82285714285,70982.13535714285,72306.90285714286
1192,51742.67999999999,70124.9925,71449.76000000001
1193,53456.96571428571,71839.2782142857,73164.04571428572
1194,53456.96571428571,71839.2782142857,73164.04571428572
1195,54885.53714285714,73267.84964285714,74592.61714285715
1196,59171.25142857142,77553.56392857143,78878.33142857144
1197,53171.25142857142,71553.56392857143,72878.33142857144
1198,54314.108571428565,72696.42107142856,74021.18857142857
1199,55171.25142857142,73553.56392857143,74878.33142857144
1200,48314.108571428565,66696.42107142856,68021.18857142857
1201,50028.394285714276,68410.70678571428,69735.4742857143
1202,55456.96571428571,73839.2782142857,75164.04571428572
1203,56885.53714285714,75267.84964285714,76592.61714285715
1204,62314.108571428565,80696.42107142856,82021.18857142857
1205,60028.394285714276,78410.70678571428,79735.4742857143
1206,52028.394285714276,70410.70678571428,71735.4742857143
1207,58314.108571428565,76696.42107142856,78021.18857142857
1208,49171.25142857142,67553.56392857143,68878.33142857144
1209,50599.82285714285,68982.13535714285,70306.90285714286
1210,66028.39428571428,84410.70678571428,85735.4742857143
1211,54599.82285714285,72982.13535714285,74306.90285714286
1212,54599.82285714285,72982.13535714285,74306.90285714286
1213,56028.394285714276,74410.70678571428,75735.4742857143
1214,53742.67999999999,72124.9925,73449.76000000001
1215,54885.53714285714,73267.84964285714,74592.61714285715
1216,48314.108571428565,66696.42107142856,68021.18857142857
1217,51456.96571428571,69839.2782142857,71164.04571428572
1218,59456.96571428571,77839.2782142857,79164.04571428572
1219,50028.394285714276,68410.70678571428,69735.4742857143
1220,51456.96571428571,69839.2782142857,71164.04571428572
1221,53171.25142857142,71553.56392857143,72878.33142857144
1222,54885.53714285714,73267.84964285714,74592.61714285715
1223,52599.82285714285,70982.13535714285,72306.90285714286
1224,52885.53714285714,71267.84964285714,72592.61714285715
1225,50028.394285714276,68410.70678571428,69735.4742857143
1226,54028.394285714276,72410.70678571428,73735.4742857143
1227,53456.96571428571,71839.2782142857,73164.04571428572
1228,53171.25142857142,71553.56392857143,72878.33142857144
1229,53742.67999999999,72124.9925,73449.76000000001
1230,57171.25142857142,75553.56392857143,76878.33142857144
1231,52314.108571428565,70696.42107142856,72021.18857142857
1232,51742.67999999999,70124.9925,71449.76000000001
1233,55171.25142857142,73553.56392857143,74878.33142857144
1234,59456.96571428571,77839.2782142857,79164.04571428572
1235,51742.67999999999,70124.9925,71449.76000000001
1236,55456.96571428571,73839.2782142857,75164.04571428572
1237,54314.108571428565,72696.42107142856,74021.18857142857
1238,57742.67999999999,76124.9925,77449.76000000001
1239,54599.82285714285,72982.13535714285,74306.90285714286
1240,51742.67999999999,70124.9925,71449.76000000001
1241,52885.53714285714,71267.84964285714,72592.61714285715
1242,51171.25142857142,69553.56392857143,70878.33142857144
1243,57456.96571428571,75839.2782142857,77164.04571428572
1244,48599.82285714285,66982.13535714285,68306.90285714286
1245,52028.394285714276,70410.70678571428,71735.4742857143
1246,52885.53714285714,71267.84964285714,72592.61714285715
1247,58028.394285714276,76410.70678571428,77735.4742857143
1248,54599.82285714285,72982.13535714285,74306.90285714286
1249,57742.67999999999,76124.9925,77449.76000000001
1250,52314.108571428565,70696.42107142856,72021.18857142857
1251,57456.96571428571,75839.2782142857,77164.04571428572
1252,51456.96571428571,69839.2782142857,71164.04571428572
1253,60028.394285714276,78410.70678571428,79735.4742857143
1254,53742.67999999999,72124.9925,73449.76000000001
1255,57742.67999999999,76124.9925,77449.76000000001
1256,54028.394285714276,72410.70678571428,73735.4742857143
1257,56028.394285714276,74410.70678571428,75735.4742857143
1258,55171.25142857142,73553.56392857143,74878.33142857144
1259,56885.53714285714,75267.84964285714,76592.61714285715
1260,51742.67999999999,70124.9925,71449.76000000001
1261,57171.25142857142,75553.56392857143,76878.33142857144
1262,56885.53714285714,75267.84964285714,76592.61714285715
1263,56028.394285714276,74410.70678571428,75735.4742857143
1264,56885.53714285714,75267.84964285714,76592.61714285715
1265,50314.108571428565,68696.42107142856,70021.18857142857
1266,49171.25142857142,67553.56392857143,68878.33142857144
1267,55171.25142857142,73553.56392857143,74878.33142857144
1268,56314.108571428565,74696.42107142856,76021.18857142857
1269,52314.108571428565,70696.42107142856,72021.18857142857
1270,55456.96571428571,73839.2782142857,75164.04571428572
1271,54314.108571428565,72696.42107142856,74021.18857142857
1272,57171.25142857142,75553.56392857143,76878.33142857144
1273,51456.96571428571,69839.2782142857,71164.04571428572
1274,54599.82285714285,72982.13535714285,74306.90285714286
1275,59171.25142857142,77553.56392857143,78878.33142857144
1276,54885.53714285714,73267.84964285714,74592.61714285715
1277,50885.53714285714,69267.84964285714,70592.61714285715
1278,51456.96571428571,69839.2782142857,71164.04571428572
1279,59171.25142857142,77553.56392857143,78878.33142857144
1280,53742.67999999999,72124.9925,73449.76000000001
1281,57456.96571428571,75839.2782142857,77164.04571428572
1282,54599.82285714285,72982.13535714285,74306.90285714286
1283,54028.394285714276,72410.70678571428,73735.4742857143
1284,58885.53714285714,77267.84964285714,78592.61714285715
1285,51456.96571428571,69839.2782142857,71164.04571428572
1286,49171.25142857142,67553.56392857143,68878.33142857144
1287,50599.82285714285,68982.13535714285,70306.90285714286
1288,53742.67999999999,72124.9925,73449.76000000001
1289,52599.82285714285,70982.13535714285,72306.90285714286
1290,57742.67999999999,76124.9925,77449.76000000001
1291,57742.67999999999,76124.9925,77449.76000000001
1292,58028.394285714276,76410.70678571428,77735.4742857143
1293,52885.53714285714,71267.84964285714,72592.61714285715
1294,52028.394285714276,70410.70678571428,71735.4742857143
1295,53456.96571428571,71839.2782142857,73164.04571428572
1296,53171.25142857142,71553.56392857143,72878.33142857144
1297,51456.96571428571,69839.2782142857,71164.04571428572
1298,50885.53714285714,69267.84964285714,70592.61714285715
1299,54028.394285714276,72410.70678571428,73735.4742857143
1300,51742.67999999999,70124.9925,71449.76000000001
1301,52885.53714285714,71267.84964285714,72592.61714285715
1302,52314.108571428565,70696.42107142856,72021.18857142857
1303,56599.82285714285,74982.13535714285,76306.90285714286
1304,52028.394285714276,70410.70678571428,71735.4742857143
1305,53742.67999999999,72124.9925,73449.76000000001
1306,58314.108571428565,76696.42107142856,78021.18857142857
1307,57742.67999999999,76124.9925,77449.76000000001
1308,53171.25142857142,71553.56392857143,72878.33142857144
1309,52028.394285714276,70410.70678571428,71735.4742857143
1310,52314.108571428565,70696.42107142856,72021.18857142857
1311,51456.96571428571,69839.2782142857,71164.04571428572
1312,52885.53714285714,71267.84964285714,72592.61714285715
1313,48885.53714285714,67267.84964285714,68592.61714285715
1314,56314.108571428565,74696.42107142856,76021.18857142857
1315,51742.67999999999,70124.9925,71449.76000000001
1316,49171.25142857142,67553.56392857143,68878.33142857144
1317,59456.96571428571,77839.2782142857,79164.04571428572
1318,57456.96571428571,75839.2782142857,77164.04571428572
1319,54885.53714285714,73267.84964285714,74592.61714285715
1320,50314.108571428565,68696.42107142856,70021.18857142857
1321,52314.108571428565,70696.42107142856,72021.18857142857
1322,52885.53714285714,71267.84964285714,72592.61714285715
1323,49456.96571428571,67839.2782142857,69164.04571428572
1324,55742.67999999999,74124.9925,75449.76000000001
1325,46028.394285714276,64410.706785714276,65735.4742857143
1326,53742.67999999999,72124.9925,73449.76000000001
1327,52885.53714285714,71267.84964285714,72592.61714285715
1328,54314.108571428565,72696.42107142856,74021.18857142857
1329,53742.67999999999,72124.9925,73449.76000000001
1330,59456.96571428571,77839.2782142857,79164.04571428572
1331,52028.394285714276,70410.70678571428,71735.4742857143
1332,60885.53714285714,79267.84964285714,80592.61714285715
1333,50599.82285714285,68982.13535714285,70306.90285714286
1334,57456.96571428571,75839.2782142857,77164.04571428572
1335,57171.25142857142,75553.56392857143,76878.33142857144
1336,52028.394285714276,70410.70678571428,71735.4742857143
1337,63171.25142857142,81553.56392857143,82878.33142857144
1338,57171.25142857142,75553.56392857143,76878.33142857144
1339,55456.96571428571,73839.2782142857,75164.04571428572
1340,52314.108571428565,70696.42107142856,72021.18857142857
1341,52599.82285714285,70982.13535714285,72306.90285714286
1342,50599.82285714285,68982.13535714285,70306.90285714286
1343,58314.108571428565,76696.42107142856,78021.18857142857
1344,53742.67999999999,72124.9925,73449.76000000001
1345,55171.25142857142,73553.56392857143,74878.33142857144
1346,57171.25142857142,75553.56392857143,76878.33142857144
1347,57171.25142857142,75553.56392857143,76878.33142857144
1348,57742.67999999999,76124.9925,77449.76000000001
1349,53171.25142857142,71553.56392857143,72878.33142857144
1350,58599.82285714285,76982.13535714285,78306.90285714286
1351,55456.96571428571,73839.2782142857,75164.04571428572
1352,53171.25142857142,71553.56392857143,72878.33142857144
1353,60885.53714285714,79267.84964285714,80592.61714285715
1354,56885.53714285714,75267.84964285714,76592.61714285715
1355,56599.82285714285,74982.13535714285,76306.90285714286
1356,56599.82285714285,74982.13535714285,76306.90285714286
1357,56314.108571428565,74696.42107142856,76021.18857142857
1358,52885.53714285714,71267.84964285714,72592.61714285715
1359,55171.25142857142,73553.56392857143,74878.33142857144
1360,56028.394285714276,74410.70678571428,75735.4742857143
1361,50599.82285714285,68982.13535714285,70306.90285714286
1362,47742.67999999999,66124.9925,67449.76000000001
1363,56885.53714285714,75267.84964285714,76592.61714285715
1364,51456.96571428571,69839.2782142857,71164.04571428572
1365,55456.96571428571,73839.2782142857,75164.04571428572
1366,57742.67999999999,76124.9925,77449.76000000001
1367,59171.25142857142,77553.56392857143,78878.33142857144
1368,56885.53714285714,75267.84964285714,76592.61714285715
1369,56885.53714285714,75267.84964285714,76592.61714285715
1370,50599.82285714285,68982.13535714285,70306.90285714286
1371,55171.25142857142,73553.56392857143,74878.33142857144
1372,53171.25142857142,71553.56392857143,72878.33142857144
1373,56028.394285714276,74410.70678571428,75735.4742857143
1374,51456.96571428571,69839.2782142857,71164.04571428572
1375,53456.96571428571,71839.2782142857,73164.04571428572
1376,51456.96571428571,69839.2782142857,71164.04571428572
1377,57456.96571428571,75839.2782142857,77164.04571428572
1378,49171.25142857142,67553.56392857143,68878.33142857144
1379,51171.25142857142,69553.56392857143,70878.33142857144
1380,57742.67999999999,76124.9925,77449.76000000001
1381,57171.25142857142,75553.56392857143,76878.33142857144
1382,62314.108571428565,80696.42107142856,82021.18857142857
1383,56885.53714285714,75267.84964285714,76592.61714285715
1384,52599.82285714285,70982.13535714285,72306.90285714286
1385,52028.394285714276,70410.70678571428,71735.4742857143
1386,51456.96571428571,69839.2782142857,71164.04571428572
1387,50599.82285714285,68982.13535714285,70306.90285714286
1388,51742.67999999999,70124.9925,71449.76000000001
1389,51456.96571428571,69839.2782142857,71164.04571428572
1390,56885.53714285714,75267.84964285714,76592.61714285715
1391,55171.25142857142,73553.56392857143,74878.33142857144
1392,57742.67999999999,76124.9925,77449.76000000001
1393,52314.108571428565,70696.42107142856,72021.18857142857
1394,58599.82285714285,76982.13535714285,78306.90285714286
1395,50314.108571428565,68696.42107142856,70021.18857142857
1396,53742.67999999999,72124.9925,73449.76000000001
1397,61456.96571428571,79839.2782142857,81164.04571428572
1398,54599.82285714285,72982.13535714285,74306.90285714286
1399,53171.25142857142,71553.56392857143,72878.33142857144
1400,53456.96571428571,71839.2782142857,73164.04571428572
1401,54885.53714285714,73267.84964285714,74592.61714285715
1402,57171.25142857142,75553.56392857143,76878.33142857144
1403,54885.53714285714,73267.84964285714,74592.61714285715
1404,54599.82285714285,72982.13535714285,74306.90285714286
1405,54028.394285714276,72410.70678571428,73735.4742857143
1406,51171.25142857142,69553.56392857143,70878.33142857144
1407,63742.67999999999,82124.9925,83449.76000000001
1408,55742.67999999999,74124.9925,75449.76000000001
1409,54599.82285714285,72982.13535714285,74306.90285714286
1410,56028.394285714276,74410.70678571428,75735.4742857143
1411,50885.53714285714,69267.84964285714,70592.61714285715
1412,54599.82285714285,72982.13535714285,74306.90285714286
1413,53742.67999999999,72124.9925,73449.76000000001
1414,61456.96571428571,79839.2782142857,81164.04571428572
1415,57742.67999999999,76124.9925,77449.76000000001
1416,50885.53714285714,69267.84964285714,70592.61714285715
1417,56314.108571428565,74696.42107142856,76021.18857142857
1418,59171.25142857142,77553.56392857143,78878.33142857144
1419,54599.82285714285,72982.13535714285,74306.90285714286
1420,48314.108571428565,66696.42107142856,68021.18857142857
1421,53456.96571428571,71839.2782142857,73164.04571428572
1422,57171.25142857142,75553.56392857143,76878.33142857144
1423,51742.67999999999,70124.9925,71449.76000000001
1424,52028.394285714276,70410.70678571428,71735.4742857143
1425,52885.53714285714,71267.84964285714,72592.61714285715
1426,54885.53714285714,73267.84964285714,74592.61714285715
1427,56885.53714285714,75267.84964285714,76592.61714285715
1428,55456.96571428571,73839.2782142857,75164.04571428572
1429,54314.108571428565,72696.42107142856,74021.18857142857
1430,57171.25142857142,75553.56392857143,76878.33142857144
1431,56314.108571428565,74696.42107142856,76021.18857142857
1432,53742.67999999999,72124.9925,73449.76000000001
1433,60599.82285714285,78982.13535714285,80306.90285714286
1434,52885.53714285714,71267.84964285714,72592.61714285715
1435,51456.96571428571,69839.2782142857,71164.04571428572
1436,53742.67999999999,72124.9925,73449.76000000001
1437,52599.82285714285,70982.13535714285,72306.90285714286
1438,60885.53714285714,79267.84964285714,80592.61714285715
1439,61742.67999999999,80124.9925,81449.76000000001
1440,62314.108571428565,80696.42107142856,82021.18857142857
1441,60599.82285714285,78982.13535714285,80306.90285714286
1442,55456.96571428571,73839.2782142857,75164.04571428572
1443,57171.25142857142,75553.56392857143,76878.33142857144
1444,52028.394285714276,70410.70678571428,71735.4742857143
1445,50885.53714285714,69267.84964285714,70592.61714285715
1446,51456.96571428571,69839.2782142857,71164.04571428572
1447,58599.82285714285,76982.13535714285,78306.90285714286
1448,51456.96571428571,69839.2782142857,71164.04571428572
1449,54314.108571428565,72696.42107142856,74021.18857142857
1450,55171.25142857142,73553.56392857143,74878.33142857144
1451,61456.96571428571,79839.2782142857,81164.04571428572
1452,49742.67999999999,68124.9925,69449.76000000001
1453,50028.394285714276,68410.70678571428,69735.4742857143
1454,56599.82285714285,74982.13535714285,76306.90285714286
1455,55456.96571428571,73839.2782142857,75164.04571428572
1456,56599.82285714285,74982.13535714285,76306.90285714286
1457,54028.394285714276,72410.70678571428,73735.4742857143
1458,57742.67999999999,76124.9925,77449.76000000001
1459,50885.53714285714,69267.84964285714,70592.61714285715
1460,61456.96571428571,79839.2782142857,81164.04571428572
1461,50028.394285714276,68410.70678571428,69735.4742857143
1462,60028.394285714276,78410.70678571428,79735.4742857143
1463,51456.96571428571,69839.2782142857,71164.04571428572
1464,54028.394285714276,72410.70678571428,73735.4742857143
1465,52314.108571428565,70696.42107142856,72021.18857142857
1466,59171.25142857142,77553.56392857143,78878.33142857144
1467,54314.108571428565,72696.42107142856,74021.18857142857
1468,57742.67999999999,76124.9925,77449.76000000001
1469,50028.394285714276,68410.70678571428,69735.4742857143
1470,47171.25142857142,65553.56392857143,66878.33142857144
1471,58599.82285714285,76982.13535714285,78306.90285714286
1472,47456.96571428571,65839.2782142857,67164.04571428572
1473,49742.67999999999,68124.9925,69449.76000000001
1474,60028.394285714276,78410.70678571428,79735.4742857143
1475,56028.394285714276,74410.70678571428,75735.4742857143
1476,51742.67999999999,70124.9925,71449.76000000001
1477,48314.108571428565,66696.42107142856,68021.18857142857
1478,52314.108571428565,70696.42107142856,72021.18857142857
1479,56885.53714285714,75267.84964285714,76592.61714285715
1480,51742.67999999999,70124.9925,71449.76000000001
1481,49456.96571428571,67839.2782142857,69164.04571428572
1482,53171.25142857142,71553.56392857143,72878.33142857144
1483,54314.108571428565,72696.42107142856,74021.18857142857
1484,56885.53714285714,75267.84964285714,76592.61714285715
1485,54028.394285714276,72410.70678571428,73735.4742857143
1486,52314.108571428565,70696.42107142856,72021.18857142857
1487,53742.67999999999,72124.9925,73449.76000000001
1488,59171.25142857142,77553.56392857143,78878.33142857144
1489,53742.67999999999,72124.9925,73449.76000000001
1490,59171.25142857142,77553.56392857143,78878.33142857144
1491,48314.108571428565,66696.42107142856,68021.18857142857
1492,58599.82285714285,76982.13535714285,78306.90285714286
1493,51456.96571428571,69839.2782142857,71164.04571428572
1494,53171.25142857142,71553.56392857143,72878.33142857144
1495,56599.82285714285,74982.13535714285,76306.90285714286
1496,55456.96571428571,73839.2782142857,75164.04571428572
1497,52314.108571428565,70696.42107142856,72021.18857142857
1498,53171.25142857142,71553.56392857143,72878.33142857144
1499,53456.96571428571,71839.2782142857,73164.04571428572
1500,62599.82285714285,80982.13535714285,82306.90285714286
1501,55171.25142857142,73553.56392857143,74878.33142857144
1502,59171.25142857142,77553.56392857143,78878.33142857144
1503,54314.108571428565,72696.42107142856,74021.18857142857
1504,53171.25142857142,71553.56392857143,72878.33142857144
1505,53171.25142857142,71553.56392857143,72878.33142857144
1506,50028.394285714276,68410.70678571428,69735.4742857143
1507,50885.53714285714,69267.84964285714,70592.61714285715
1508,60028.394285714276,78410.70678571428,79735.4742857143
1509,57171.25142857142,75553.56392857143,76878.33142857144
1510,54314.108571428565,72696.42107142856,74021.18857142857
1511,52885.53714285714,71267.84964285714,72592.61714285715
1512,57742.67999999999,76124.9925,77449.76000000001
1513,52028.394285714276,70410.70678571428,71735.4742857143
1514,56314.108571428565,74696.42107142856,76021.18857142857
1515,52885.53714285714,71267.84964285714,72592.61714285715
1516,56314.108571428565,74696.42107142856,76021.18857142857
1517,57171.25142857142,75553.56392857143,76878.33142857144
1518,60028.394285714276,78410.70678571428,79735.4742857143
1519,63742.67999999999,82124.9925,83449.76000000001
1520,54599.82285714285,72982.13535714285,74306.90285714286
1521,56028.394285714276,74410.70678571428,75735.4742857143
1522,52314.108571428565,70696.42107142856,72021.18857142857
1523,59456.96571428571,77839.2782142857,79164.04571428572
1524,53171.25142857142,71553.56392857143,72878.33142857144
1525,55742.67999999999,74124.9925,75449.76000000001
1526,64028.394285714276,82410.70678571428,83735.4742857143
1527,57456.96571428571,75839.2782142857,77164.04571428572
1528,57456.96571428571,75839.2782142857,77164.04571428572
1529,52314.108571428565,70696.42107142856,72021.18857142857
1530,53171.25142857142,71553.56392857143,72878.33142857144
1531,56885.53714285714,75267.84964285714,76592.61714285715
1532,59171.25142857142,77553.56392857143,78878.33142857144
1533,60028.394285714276,78410.70678571428,79735.4742857143
1534,52885.53714285714,71267.84964285714,72592.61714285715
1535,56314.108571428565,74696.42107142856,76021.18857142857
1536,62599.82285714285,80982.13535714285,82306.90285714286
1537,55171.25142857142,73553.56392857143,74878.33142857144
1538,53171.25142857142,71553.56392857143,72878.33142857144
1539,51456.96571428571,69839.2782142857,71164.04571428572
1540,56028.394285714276,74410.70678571428,75735.4742857143
1541,54314.108571428565,72696.42107142856,74021.18857142857
1542,52028.394285714276,70410.70678571428,71735.4742857143
1543,52314.108571428565,70696.42107142856,72021.18857142857
1544,55456.96571428571,73839.2782142857,75164.04571428572
1545,60885.53714285714,79267.84964285714,80592.61714285715
1546,61456.96571428571,79839.2782142857,81164.04571428572
1547,50599.82285714285,68982.13535714285,70306.90285714286
1548,55456.96571428571,73839.2782142857,75164.04571428572
1549,47742.67999999999,66124.9925,67449.76000000001
1550,60028.394285714276,78410.70678571428,79735.4742857143
1551,54599.82285714285,72982.13535714285,74306.90285714286
1552,50885.53714285714,69267.84964285714,70592.61714285715
1553,54599.82285714285,72982.13535714285,74306.90285714286
1554,56314.108571428565,74696.42107142856,76021.18857142857
1555,59171.25142857142,77553.56392857143,78878.33142857144
1556,52885.53714285714,71267.84964285714,72592.61714285715
1557,49742.67999999999,68124.9925,69449.76000000001
1558,60599.82285714285,78982.13535714285,80306.90285714286
1559,54599.82285714285,72982.13535714285,74306.90285714286
1560,54599.82285714285,72982.13535714285,74306.90285714286
1561,50599.82285714285,68982.13535714285,70306.90285714286
1562,53171.25142857142,71553.56392857143,72878.33142857144
1563,59456.96571428571,77839.2782142857,79164.04571428572
1564,54885.53714285714,73267.84964285714,74592.61714285715
1565,54599.82285714285,72982.13535714285,74306.90285714286
1566,53742.67999999999,72124.9925,73449.76000000001
1567,54599.82285714285,72982.13535714285,74306.90285714286
1568,52028.394285714276,70410.70678571428,71735.4742857143
1569,56314.108571428565,74696.42107142856,76021.18857142857
1570,53171.25142857142,71553.56392857143,72878.33142857144
1571,50314.108571428565,68696.42107142856,70021.18857142857
1572,54028.394285714276,72410.70678571428,73735.4742857143
1573,53742.67999999999,72124.9925,73449.76000000001
1574,54028.394285714276,72410.70678571428,73735.4742857143
1575,53742.67999999999,72124.9925,73449.76000000001
1576,53742.67999999999,72124.9925,73449.76000000001
1577,63742.67999999999,82124.9925,83449.76000000001
1578,50314.108571428565,68696.42107142856,70021.18857142857
1579,54599.82285714285,72982.13535714285,74306.90285714286
1580,54028.394285714276,72410.70678571428,73735.4742857143
1581,52314.108571428565,70696.42107142856,72021.18857142857
1582,49456.96571428571,67839.2782142857,69164.04571428572
1583,52314.108571428565,70696.42107142856,72021.18857142857
1584,55456.96571428571,73839.2782142857,75164.04571428572
1585,57742.67999999999,76124.9925,77449.76000000001
1586,58314.108571428565,76696.42107142856,78021.18857142857
1587,54599.82285714285,72982.13535714285,74306.90285714286
1588,60314.108571428565,78696.42107142856,80021.18857142857
1589,57742.67999999999,76124.9925,77449.76000000001
1590,51171.25142857142,69553.56392857143,70878.33142857144
1591,56314.108571428565,74696.42107142856,76021.18857142857
1592,47171.25142857142,65553.56392857143,66878.33142857144
1593,50885.53714285714,69267.84964285714,70592.61714285715
1594,53742.67999999999,72124.9925,73449.76000000001
1595,56885.53714285714,75267.84964285714,76592.61714285715
1596,50599.82285714285,68982.13535714285,70306.90285714286
1597,54885.53714285714,73267.84964285714,74592.61714285715
1598,49742.67999999999,68124.9925,69449.76000000001
1599,52028.394285714276,70410.70678571428,71735.4742857143
1600,62314.108571428565,80696.42107142856,82021.18857142857
