month_local,hr_local,daytype,mape,bias_mw,n
11,10,weekday,1.507010456230176,340.2147651006713,149
11,10,weekend,1.533361264619616,-735.7719298245615,57
11,11,weekday,1.6284737696933007,23.006711409396583,149
11,11,weekend,1.8238305226692682,-956.1403508771932,57
11,12,weekday,2.2341780705788667,-52.85234899328879,149
11,12,weekend,2.0374846102108437,-1142.6140350877197,57
11,13,weekday,2.0709213396133226,-584.0604026845654,149
11,13,weekend,2.211436160857777,-1271.736842105263,57
11,14,weekday,2.114796873653133,-791.8523489932913,149
11,14,weekend,2.508734015714873,-1518.5789473684213,57
11,15,weekday,2.061165185072777,-942.4026845637599,149
11,15,weekend,2.708274695932262,-1666.1929824561396,57
11,16,weekday,1.890723263544738,-761.6577181208058,149
11,16,weekend,2.389467999337052,-1462.2105263157894,57
11,17,weekday,1.907171527180942,-903.3557046979864,149
11,17,weekend,2.3196303134142857,-1520.6491228070176,57
11,18,weekday,2.292804066089671,-1559.1275167785232,149
11,18,weekend,2.604363657207181,-1818.7543859649122,57
11,19,weekday,1.9526464272380641,-929.5302013422825,149
11,19,weekend,1.7615939906377776,-987.8421052631577,57
11,20,weekday,1.6538491982114463,-33.42953020134276,149
11,20,weekend,1.2040221314457007,-285.6666666666669,57
11,21,weekday,1.6015040153614732,211.7986577181204,149
11,21,weekend,1.131494611500993,-247.54385964912288,57
11,22,weekday,1.5695749708198197,147.83221476510008,149
11,22,weekend,1.175729177258548,-375.84210526315775,57
11,23,weekday,1.6594949438355828,-347.18791946308727,149
11,23,weekend,1.36272118400048,-755.6491228070175,57
12,0,weekday,2.9107562050842604,-1889.038461538462,156
12,0,weekend,2.8803729171141397,-1730.6229508196723,61
12,1,weekday,3.345565470142285,-2400.935897435897,156
12,1,weekend,3.212256379649249,-2251.5081967213114,61
12,2,weekday,3.241962009448,-2579.814102564103,156
12,2,weekend,3.211412350988055,-2446.5081967213114,61
12,3,weekday,3.269287464452473,-2622.50641025641,156
12,3,weekend,3.418762411033634,-2721.5737704918033,61
12,4,weekday,3.007381221028122,-2351.6923076923076,156
12,4,weekend,3.475432767343391,-2734.2786885245905,61
12,5,weekday,2.4836259427126404,-1643.3076923076926,156
12,5,weekend,3.238653240491424,-2414.0163934426228,61
12,6,weekday,2.0624288786153375,-354.96153846153817,156
12,6,weekend,2.6727940887127297,-1711.114754098361,61
12,7,weekday,2.2840227485889684,585.3205128205132,156
12,7,weekend,2.269926830782972,-870.8852459016392,61
12,8,weekday,2.3768791880556726,489.04487179487205,156
12,8,weekend,2.121417035177858,-673.5409836065572,61
12,9,weekday,2.17144015207116,65.87820512820541,156
12,9,weekend,1.8486676171478353,-743.4590163934427,61
12,10,weekday,1.8861401725812832,-263.4294871794869,156
12,10,weekend,1.7412065111926243,-811.3770491803277,61
12,11,weekday,1.9802395196997986,-626.8397435897436,156
12,11,weekend,1.8007313997898282,-936,61
12,12,weekday,2.2095447232663856,-917.8717948717939,156
12,12,weekend,2.135965664084379,-1259.4426229508197,61
12,13,weekday,2.4470422963846827,-1115.9487179487176,156
12,13,weekend,2.4619794180417247,-1528.7868852459019,61
12,14,weekday,2.64483665712845,-1321.461538461538,156
12,14,weekend,2.6651949510375177,-1706.5409836065573,61
12,15,weekday,2.7003451651903236,-1363.9161290322575,155
12,15,weekend,2.6088252315684817,-1592.1639344262296,61
12,16,weekday,2.559973422370593,-990.0256410256412,156
12,16,weekend,2.4278675473658256,-1276.5409836065571,61
12,17,weekday,2.7814664785691807,-813.1217948717932,156
12,17,weekend,2.0149759458881316,-408.14754098360663,61
12,18,weekday,2.588694110898874,-517.8205128205129,156
12,18,weekend,2.1817951859624922,-405.13114754098353,61
12,19,weekday,2.3704395693442963,-53.73076923076965,156
12,19,weekend,2.0138913142722896,-163.39344262295094,61
12,20,weekday,2.4382054186293574,173.2611464968157,157
12,20,weekend,2.075874888503394,-142.75409836065558,61
12,21,weekday,2.5581701094575537,158.95541401273871,157
12,21,weekend,2.182724268044524,-287.09836065573757,61
12,22,weekday,2.642258539561381,-35.910828025478054,157
12,22,weekend,2.2794583735222713,-497.90163934426243,61
12,23,weekday,2.6720365415153835,-637.1146496815289,157
12,23,weekend,2.434475250736191,-949.8852459016391,61
